Isolate_Id,HA Segment_Id,Isolate_Name,Subtype,Host,Collection_Date,binding_label,Year
EPI_ISL_4031210,EPI1889927|A/China/SWL1894/2017,A_China_SWL1894_2017,A_/_H1N1,Human,2017-08-16,1,2017
EPI_ISL_4031209,EPI1889926|A/China/SWL1863/2016,A_China_SWL1863_2016,A_/_H1N1,Human,2016-07-12,1,2016
EPI_ISL_4031208,EPI1889925|A/China/SWL1541/2016,A_China_SWL1541_2016,A_/_H1N1,Human,2016-05-04,1,2016
EPI_ISL_4031207,EPI1889924|A/China/SWL1724/2016,A_China_SWL1724_2016,A_/_H1N1,Human,2016-06-09,1,2016
EPI_ISL_4031206,EPI1889923|A/China/SWL1712/2016,A_China_SWL1712_2016,A_/_H1N1,Human,2016-06-08,1,2016
EPI_ISL_4031205,EPI1889922|A/China/SWL1865/2016,A_China_SWL1865_2016,A_/_H1N1,Human,2016-07-12,1,2016
EPI_ISL_4031204,EPI1889921|A/China/SWL1704/2016,A_China_SWL1704_2016,A_/_H1N1,Human,2016-06-07,1,2016
EPI_ISL_4031203,EPI1889920|A/China/SWL1703/2016,A_China_SWL1703_2016,A_/_H1N1,Human,2016-06-07,1,2016
EPI_ISL_4031202,EPI1889919|A/China/SWL1171/2014,A_China_SWL1171_2014,A_/_H1N1,Human,2014-03-01,1,2014
EPI_ISL_4031201,EPI1889918|A/China/SWL1170/2014,A_China_SWL1170_2014,A_/_H1N1,Human,2014-03-01,1,2014
EPI_ISL_4031200,EPI1889917|A/China/SWL1180/2014,A_China_SWL1180_2014,A_/_H1N1,Human,2014-03-02,1,2014
EPI_ISL_4031199,EPI1889916|A/China/SWL1177/2014,A_China_SWL1177_2014,A_/_H1N1,Human,2014-03-02,1,2014
EPI_ISL_1081792,EPI1848323|A/Hubei-Wujiagang/1324/2020,A_Hubei-Wujiagang_1324_2020,A_/_H1N1,Human,2020-08-20,1,2020
EPI_ISL_1081372,EPI1848315|A/Yunnan-Mengzi/1462/2020,A_Yunnan-Mengzi_1462_2020,A_/_H1N1,Human,2020-11-25,1,2020
EPI_ISL_362337,EPI1480446|3001587383_ZZYUP02Z_v1_4,A_Sichuan-Qingyang_11819_2018,A_/_H1N1,Human,2018-11-08,1,2018
EPI_ISL_362289,EPI1480067|3001587382_ZZYUP02R_v1_4,A_Hainan-Xiuying_11613_2018,A_/_H1N1,Human,2018-11-09,1,2018
EPI_ISL_362256,EPI1479811|3001587373_ZZYUOYNJ_v1_4,A_Xinjiang-Atushi_1631_2018,A_/_H1N1,Human,2018-11-19,1,2018
EPI_ISL_230752,EPI817154|2016-CX1840.4,A_Yunnan-Linxiang_SWL1758_2016,A_/_H1N1,Human,2016-06-22,1,2016
EPI_ISL_230749,EPI817145|2016-CX1833.4,A_Jiangsu-Gaoyou_SWL1603_2016,A_/_H1N1,Human,2016-06-15,1,2016
EPI_ISL_230748,EPI817142|2016-CX1834.4,A_Hunan-Yuhua_SWL11062_2016,A_/_H1N1,Human,2016-06-13,1,2016
EPI_ISL_230747,EPI817139|2016-CX1835.4,A_Fujian-Yanping_SWL2371_2016,A_/_H1N1,Human,2016-05-02,1,2016
EPI_ISL_230746,EPI817136|2016-CX1836.4,A_Hubei-Xianan_SWL1357_2016,A_/_H1N1,Human,2016-05-08,1,2016
EPI_ISL_230745,EPI817133|2016-CX1837.4,A_Jiangsu-Guangling_SWL1978_2016,A_/_H1N1,Human,2016-06-22,1,2016
EPI_ISL_230744,EPI817130|2016-CX1838.4,A_Jiangsu-Tinghu_SWL1444_2016,A_/_H1N1,Human,2016-06-02,1,2016
EPI_ISL_230743,EPI817127|2016-CX1839.4,A_Guangdong-Haizhu_SWL1484_2016,A_/_H1N1,Human,2016-06-21,1,2016
EPI_ISL_230742,EPI817124|2016-CX1841.4,A_Guangxi-Xiufeng_SWL512_2016,A_/_H1N1,Human,2016-06-08,1,2016
EPI_ISL_230741,EPI817121|2016-CX1842.4,A_Guangxi-Xiangshan_SWL1490_2016,A_/_H1N1,Human,2016-06-17,1,2016
EPI_ISL_230740,EPI817118|2016-CX1843.4,A_Jiangsu-Jurong_SWL1521_2016,A_/_H1N1,Human,2016-06-30,1,2016
EPI_ISL_230725,EPI817069|2016-CX1786.4,A_Guangdong-Duanzhou_SWL1325_2016,A_/_H1N1,Human,2016-04-19,1,2016
EPI_ISL_164788,EPI537961|2014768133_256156_v1_4,A_Jiangsu-Tinghu_1363_2014,A_/_H1N1,Human,2014-05-07,1,2014
EPI_ISL_164787,EPI537958|2014768129_256155_v1_4,A_Guangdong-Zhongshan_1474_2014,A_/_H1N1,Human,2014-05-13,1,2014
EPI_ISL_164783,EPI537948|2014768141_256166_v1_4,A_Jiangsu-Guangling_1711_2014,A_/_H1N1,Human,2014-05-02,1,2014
EPI_ISL_100122,EPI347816|A/Shenzhen/127/2011,A_Shenzhen_127_2011,A_/_H1N1,Human,2011-04-19,1,2011
EPI_ISL_100121,EPI347815|A/Shenzhen/125/2011,A_Shenzhen_125_2011,A_/_H1N1,Human,2011-04-19,1,2011
EPI_ISL_100120,EPI347814|A/Shenzhen/ns06/2011,A_Shenzhen_ns06_2011,A_/_H1N1,Human,2011-04-19,1,2011
EPI_ISL_100119,EPI347813|A/Shenzhen/lg56/2011,A_Shenzhen_lg56_2011,A_/_H1N1,Human,2011-05-11,1,2011
EPI_ISL_19465924,EPI3592700|62-A_Guangdong_Maonan_SWL1536_2019_S62.H1N1pdm_HA,A_Guangdong-Maonan_SWL1536_2019,A_/_H1N1,Human,2019-06-17,1,2019
EPI_ISL_396157,EPI1611216|A/Hulunbuir/1903/2019,A_Hulunbuir_1903_2019,A_/_H1N1,Human,2019-01-20,1,2019
EPI_ISL_396156,EPI1611214|A/Hulunbuir/1902/2019,A_Hulunbuir_1902_2019,A_/_H1N1,Human,2019-01-15,1,2019
EPI_ISL_396155,EPI1611212|A/Hulunbuir/1901/2019,A_Hulunbuir_1901_2019,A_/_H1N1,Human,2019-01-16,1,2019
EPI_ISL_396154,EPI1611210|A/Hulunbuir/1803/2018,A_Hulunbuir_1803_2018,A_/_H1N1,Human,2018-01-25,1,2018
EPI_ISL_396153,EPI1611208|A/Hulunbuir/1802/2018,A_Hulunbuir_1802_2018,A_/_H1N1,Human,2018-02-23,1,2018
EPI_ISL_396152,EPI1611206|A/Hulunbuir/1801/2018,A_Hulunbuir_1801_2018,A_/_H1N1,Human,2018-02-06,1,2018
EPI_ISL_396151,EPI1611204|A/Hulunbuir/1703/2017,A_Hulunbuir_1703_2017,A_/_H1N1,Human,2017-02-08,1,2017
EPI_ISL_396150,EPI1611202|A/Hulunbuir/1702/2017,A_Hulunbuir_1702_2017,A_/_H1N1,Human,2017-03-08,1,2017
EPI_ISL_396149,EPI1611200|A/Hulunbuir/1701/2017,A_Hulunbuir_1701_2017,A_/_H1N1,Human,2017-03-21,1,2017
EPI_ISL_330074,EPI1312145|3000683716_337611_v1_4,A_Hunan-Wuling_1468_2018,A_/_H1N1,Human,2018-03-08,1,2018
EPI_ISL_330046,EPI1311927|3000683719_N8K8Y8EK_v1_4,A_Beijing-Xicheng_1633_2018,A_/_H1N1,Human,2018-03-14,1,2018
EPI_ISL_330045,EPI1311919|3000683716_N8K8Y8E5_v1_4,A_Hunan-Wuling_1468_2018,A_/_H1N1,Human,2018-03-08,1,2018
EPI_ISL_297050,EPI1168677|2018-CX0105.4,A_Jiangxi-Xinzhou_SWL14_2018,A_/_H1N1,Human,2018-01-01,1,2018
EPI_ISL_297049,EPI1168674|2018-CX0107.4,A_Liaoning-Linghai_SWL34_2018,A_/_H1N1,Human,2018-01-04,1,2018
EPI_ISL_297048,EPI1168671|2018-CX0109.4,A_Hebei-Changan_SWL113_2018,A_/_H1N1,Human,2018-01-02,1,2018
EPI_ISL_297047,EPI1168668|2018-CX0110.4,A_Guizhou-Qingzhen_SWL131_2018,A_/_H1N1,Human,2018-01-09,1,2018
EPI_ISL_297046,EPI1168665|2018-CX0111.4,A_Yunnan-Wenshan_SWL116_2018,A_/_H1N1,Human,2018-01-02,1,2018
EPI_ISL_297045,EPI1168662|2018-CX0112.4,A_Tianjin-Baodi_SWL11_2018,A_/_H1N1,Human,2018-01-01,1,2018
EPI_ISL_297044,EPI1168659|2018-CX0113.4,A_Liaoning-Haicheng_SWL32_2018,A_/_H1N1,Human,2018-01-03,1,2018
EPI_ISL_297043,EPI1168656|2018-CX0114.4,A_Fujian-Pingtan_SWL38_2018,A_/_H1N1,Human,2018-01-03,1,2018
EPI_ISL_297042,EPI1168653|2018-CX0115.4,A_Zhejiang-Kecheng_SWL113_2018,A_/_H1N1,Human,2018-01-01,1,2018
EPI_ISL_297041,EPI1168650|2018-CX0116.4,A_Hunan-Wuling_SWL120_2018,A_/_H1N1,Human,2018-01-02,1,2018
EPI_ISL_297040,EPI1168647|2018-CX0117.4,A_Hunan-Zhuhui_SWL13_2018,A_/_H1N1,Human,2018-01-04,1,2018
EPI_ISL_297039,EPI1168644|2018-CX0118.4,A_Guizhou-Xinyi_SWL138_2018,A_/_H1N1,Human,2018-01-08,1,2018
EPI_ISL_297038,EPI1168641|2018-CX0119.4,A_Shanxi-Xinghualing_SWL14_2018,A_/_H1N1,Human,2018-01-03,1,2018
EPI_ISL_297037,EPI1168638|2018-CX0120.4,A_Jiangsu-Danyang_SWL1768_2017,A_/_H1N1,Human,2017-09-26,1,2017
EPI_ISL_297036,EPI1168635|2018-CX0121.4,A_Jiangsu-Runzhou_SWL1854_2017,A_/_H1N1,Human,2017-10-12,1,2017
EPI_ISL_297035,EPI1168632|2018-CX0122.4,A_Jiangsu-Danyang_SWL1816_2017,A_/_H1N1,Human,2017-10-12,1,2017
EPI_ISL_297034,EPI1168629|2018-CX0123.4,A_Jiangsu-Runzhou_SWL1799_2017,A_/_H1N1,Human,2017-09-25,1,2017
EPI_ISL_297033,EPI1168626|2018-CX0124.4,A_Neimenggu-Dongsheng_SWL13_2018,A_/_H1N1,Human,2018-01-03,1,2018
EPI_ISL_297032,EPI1168623|2018-CX0125.4,A_Zhejiang-Nanxun_SWL17_2018,A_/_H1N1,Human,2018-01-01,1,2018
EPI_ISL_297031,EPI1168620|2018-CX0127.4,A_Shanxi-Xinfu_SWL121_2018,A_/_H1N1,Human,2018-01-03,1,2018
EPI_ISL_166278,EPI541552|2014768143_256170_v1_4,A_Guangdong-Luohu_1266_2014,A_/_H1N1,Human,2014-04-01,1,2014
EPI_ISL_133165,EPI409924|2013701623_228697_v1_4,A_Gansu-Ganzhou_33_2012,A_/_H1N1,Human,2012-11-19,1,2012
EPI_ISL_133164,EPI409922|2013701622_228151_v1_4,A_Gansu-Ganzhou_35_2012,A_/_H1N1,Human,2012-11-19,1,2012
EPI_ISL_133130,EPI408978|A/Kowloon/INS629/2011,A_Kowloon_INS629_2011,A_/_H1N1,Human,2011-02-24,1,2011
EPI_ISL_133051,EPI408509|A/Kowloon/INS531/2011,A_Kowloon_INS531_2011,A_/_H1N1,Human,2011-02-15,1,2011
EPI_ISL_133049,EPI408503|A/Kowloon/INS625/2011,A_Kowloon_INS625_2011,A_/_H1N1,Human,2011-01-27,1,2011
EPI_ISL_101121,EPI348086|,A_Shenzhen_9_2010,A_/_H1N1,Human,2010-01-14,1,2010
EPI_ISL_101120,EPI348085|,A_Shenzhen_7_2010,A_/_H1N1,Human,2010-01-14,1,2010
EPI_ISL_101095,EPI348069|,A_Shenzhen_1089_2010,A_/_H1N1,Human,2010-07-08,1,2010
EPI_ISL_101087,EPI348068|,A_Shenzhen_1023_2010,A_/_H1N1,Human,2010-07-08,1,2010
EPI_ISL_101086,EPI348067|,A_Shenzhen_627_2010,A_/_H1N1,Human,2010-07-08,1,2010
EPI_ISL_101085,EPI348066|,A_Shenzhen_31_2010,A_/_H1N1,Human,2010-01-14,1,2010
EPI_ISL_101001,EPI348028|A/Shenzhen/126/2011,A_Shenzhen_126_2011,A_/_H1N1,Human,2011-04-19,1,2011
EPI_ISL_101000,EPI348027|A/Shenzhen/119/2011,A_Shenzhen_119_2011,A_/_H1N1,Human,2011-04-19,1,2011
EPI_ISL_100999,EPI348026|A/Shenzhen/lg26/2011,A_Shenzhen_lg26_2011,A_/_H1N1,Human,2011-05-11,1,2011
EPI_ISL_100998,EPI348025|A/Shenzhen/lg47/2011,A_Shenzhen_lg47_2011,A_/_H1N1,Human,2011-05-11,1,2011
EPI_ISL_100874,EPI347957|A/Shenzhen/1088/2010,A_Shenzhen_1088_2010,A_/_H1N1,Human,2010-07-08,1,2010
EPI_ISL_100870,EPI347953|A/Shenzhen/1095/2010,A_Shenzhen_1095_2010,A_/_H1N1,Human,2010-07-08,1,2010
EPI_ISL_100869,EPI347952|A/Shenzhen/970/2010,A_Shenzhen_970_2010,A_/_H1N1,Human,2010-07-08,1,2010
EPI_ISL_100868,EPI347951|A/Shenzhen/57/2010,A_Shenzhen_57_2010,A_/_H1N1,Human,2010-01-14,1,2010
EPI_ISL_100867,EPI347950|A/Shenzhen/37/2010,A_Shenzhen_37_2010,A_/_H1N1,Human,2010-01-14,1,2010
EPI_ISL_100866,EPI347949|A/Shenzhen/27/2010,A_Shenzhen_27_2010,A_/_H1N1,Human,2010-01-14,1,2010
EPI_ISL_100865,EPI347948|A/Shenzhen/8/2010,A_Shenzhen_8_2010,A_/_H1N1,Human,2010-01-14,1,2010
EPI_ISL_528909,EPI1801485|3000824550_N8K9FK0A_v1_4,A_Guangdong-Maonan_197_2020,A_/_H1N1,Human,2020-02-06,1,2020
EPI_ISL_528908,EPI1801478|3000824549_N8K9FK05_v1_4,A_Guangdong-Maonan_197_2020,A_/_H1N1,Human,2020-02-06,1,2020
EPI_ISL_365668,EPI1495075|A/Shanghai/19103/2019,A_Shanghai_19103_2019,A_/_H1N1,Human,2019-01-16,1,2019
EPI_ISL_365667,EPI1495067|A/Shanghai/19210/2019,A_Shanghai_19210_2019,A_/_H1N1,Human,2019-01-15,1,2019
EPI_ISL_365666,EPI1495059|A/Shanghai/19202/2019,A_Shanghai_19202_2019,A_/_H1N1,Human,2019-01-15,1,2019
EPI_ISL_365660,EPI1495013|A/Shanghai/19158/2019,A_Shanghai_19158_2019,A_/_H1N1,Human,2019-01-15,1,2019
EPI_ISL_365658,EPI1494997|A/Shanghai/19155/2019,A_Shanghai_19155_2019,A_/_H1N1,Human,2019-01-15,1,2019
EPI_ISL_365656,EPI1494983|A/Shanghai/19120/2019,A_Shanghai_19120_2019,A_/_H1N1,Human,2019-01-15,1,2019
EPI_ISL_365655,EPI1494975|A/Shanghai/19119/2019,A_Shanghai_19119_2019,A_/_H1N1,Human,2019-01-15,1,2019
EPI_ISL_365654,EPI1494967|A/Shanghai/19112/2019,A_Shanghai_19112_2019,A_/_H1N1,Human,2019-01-15,1,2019
EPI_ISL_365653,EPI1494959|A/Shanghai/19108/2019,A_Shanghai_19108_2019,A_/_H1N1,Human,2019-01-15,1,2019
EPI_ISL_365650,EPI1494935|A/Shanghai/1983/2019,A_Shanghai_1983_2019,A_/_H1N1,Human,2019-01-14,1,2019
EPI_ISL_365649,EPI1494927|A/Shanghai/1981/2019,A_Shanghai_1981_2019,A_/_H1N1,Human,2019-01-14,1,2019
EPI_ISL_365646,EPI1494904|A/Shanghai/1947/2019,A_Shanghai_1947_2019,A_/_H1N1,Human,2019-01-14,1,2019
EPI_ISL_365645,EPI1494896|A/Shanghai/1944/2019,A_Shanghai_1944_2019,A_/_H1N1,Human,2019-01-14,1,2019
EPI_ISL_365644,EPI1494888|A/Shanghai/1943/2019,A_Shanghai_1943_2019,A_/_H1N1,Human,2019-01-14,1,2019
EPI_ISL_365643,EPI1494880|A/Shanghai/1940/2019,A_Shanghai_1940_2019,A_/_H1N1,Human,2019-01-14,1,2019
EPI_ISL_365642,EPI1494872|A/Shanghai/1929/2019,A_Shanghai_1929_2019,A_/_H1N1,Human,2019-01-14,1,2019
EPI_ISL_365641,EPI1494864|A/Shanghai/1920/2019,A_Shanghai_1920_2019,A_/_H1N1,Human,2019-01-14,1,2019
EPI_ISL_365640,EPI1494856|A/Shanghai/196/2019,A_Shanghai_196_2019,A_/_H1N1,Human,2019-01-14,1,2019
EPI_ISL_365639,EPI1494848|A/Shanghai/192/2018,A_Shanghai_192_2018,A_/_H1N1,Human,2019-01-14,1,2019
EPI_ISL_365638,EPI1494844|A/Shanghai/18926/2018,A_Shanghai_18926_2018,A_/_H1N1,Human,2018-02-08,1,2018
EPI_ISL_365637,EPI1494840|A/Shanghai/181007/2018,A_Shanghai_181007_2018,A_/_H1N1,Human,2018-02-08,1,2018
EPI_ISL_365636,EPI1494832|A/Shanghai/18951/2018,A_Shanghai_18951_2018,A_/_H1N1,Human,2018-02-08,1,2018
EPI_ISL_365634,EPI1494820|A/Shanghai/18983/2018,A_Shanghai_18983_2018,A_/_H1N1,Human,2018-02-08,1,2018
EPI_ISL_365632,EPI1494809|A/Shanghai/18788/2018,A_Shanghai_18788_2018,A_/_H1N1,Human,2018-01-31,1,2018
EPI_ISL_365631,EPI1494804|A/Shanghai/18855/2018,A_Shanghai_18855_2018,A_/_H1N1,Human,2018-01-31,1,2018
EPI_ISL_365630,EPI1494796|A/Shanghai/18852/2018,A_Shanghai_18852_2018,A_/_H1N1,Human,2018-01-31,1,2018
EPI_ISL_365629,EPI1494790|A/Shanghai/18812/2018,A_Shanghai_18812_2018,A_/_H1N1,Human,2018-01-31,1,2018
EPI_ISL_365628,EPI1494783|A/Shanghai/18771/2018,A_Shanghai_18771_2018,A_/_H1N1,Human,2018-01-31,1,2018
EPI_ISL_365627,EPI1494776|A/Shanghai/18884/2018,A_Shanghai_18884_2018,A_/_H1N1,Human,2018-01-31,1,2018
EPI_ISL_365626,EPI1494768|A/Shanghai/18881/2018,A_Shanghai_18881_2018,A_/_H1N1,Human,2018-01-31,1,2018
EPI_ISL_365623,EPI1494746|A/Shanghai-Pudong/18740/2018,A_Shanghai-Pudong_18740_2018,A_/_H1N1,Human,2018-01-30,1,2018
EPI_ISL_365622,EPI1494742|A/Shanghai/18713/2018,A_Shanghai_18713_2018,A_/_H1N1,Human,2018-01-29,1,2018
EPI_ISL_365621,EPI1494740|A/Shanghai/Pudong/18656/2018,A_Shanghai_Pudong_18656_2018,A_/_H1N1,Human,2018-01-26,1,2018
EPI_ISL_365620,EPI1494734|A/Shanghai-Pudong/18652/2018,A_Shanghai-Pudong_18652_2018,A_/_H1N1,Human,2018-01-26,1,2018
EPI_ISL_365619,EPI1494728|A/Shanghai-Pudong/18574/2018,A_Shanghai-Pudong_18574_2018,A_/_H1N1,Human,2018-01-25,1,2018
EPI_ISL_365618,EPI1494721|A/Shanghai/18581/2018,A_Shanghai_18581_2018,A_/_H1N1,Human,2018-01-25,1,2018
EPI_ISL_365617,EPI1494714|A/Shanghai-Pudong/18565/2018,A_Shanghai-Pudong_18565_2018,A_/_H1N1,Human,2018-01-25,1,2018
EPI_ISL_365616,EPI1494706|A/Shanghai-Pudong/18569/2018,A_Shanghai-Pudong_18569_2018,A_/_H1N1,Human,2018-01-25,1,2018
EPI_ISL_365614,EPI1494691|A/Shanghai-Pudong/18315/2018,A_Shanghai-Pudong_18315_2018,A_/_H1N1,Human,2018-01-17,1,2018
EPI_ISL_365613,EPI1494683|A/Shanghai-Pudong/18123/2018,A_Shanghai-Pudong_18123_2018,A_/_H1N1,Human,2018-01-15,1,2018
EPI_ISL_365612,EPI1494677|A/Shanghai-Pudong/1873/2018,A_Shanghai-Pudong_1873_2018,A_/_H1N1,Human,2018-01-13,1,2018
EPI_ISL_365611,EPI1494670|A/Shanghai-Pudong/1833/2018,A_Shanghai-Pudong_1833_2018,A_/_H1N1,Human,2018-01-13,1,2018
EPI_ISL_365610,EPI1494662|A/Shanghai-Pudong/1823/2018,A_Shanghai-Pudong_1823_2018,A_/_H1N1,Human,2018-01-13,1,2018
EPI_ISL_365609,EPI1494644|A/Shanghai-Pudong/18252/2018,A_Shanghai-Pudong_18252_2018,A_/_H1N1,Human,2018-01-16,1,2018
EPI_ISL_365607,EPI1494632|A/Shanghai-Pudong/18196/2018,A_Shanghai-Pudong_18196_2018,A_/_H1N1,Human,2019-01-16,1,2019
EPI_ISL_365606,EPI1494625|A/Shanghai-Pudong/18223/2018,A_Shanghai-Pudong_18223_2018,A_/_H1N1,Human,2018-01-16,1,2018
EPI_ISL_365605,EPI1494618|A/Shanghai-Pudong/18200/2018,A_Shanghai-Pudong_18200_2018,A_/_H1N1,Human,2018-01-15,1,2018
EPI_ISL_365604,EPI1494650|A/Shanghai-Pudong/18141/2018,A_Shanghai-Pudong_18141_2018,A_/_H1N1,Human,2018-01-15,1,2018
EPI_ISL_365603,EPI1494612|A/Shanghai-Pudong/1829/2018,A_Shanghai-Pudong_1829_2018,A_/_H1N1,Human,2018-01-13,1,2018
EPI_ISL_331581,EPI1321325|3000683718_ZZYUOJJL_v1_4,A_Beijing-Xicheng_1633_2018,A_/_H1N1,Human,2018-03-14,1,2018
EPI_ISL_331580,EPI1321317|3000683717_ZZYUOJJG_v1_4,A_Hunan-Wuling_1468_2018,A_/_H1N1,Human,2018-03-08,1,2018
EPI_ISL_331570,EPI1321238|3000683717_N8K8Y8EA_v1_4,A_Hunan-Wuling_1468_2018,A_/_H1N1,Human,2018-03-08,1,2018
EPI_ISL_331569,EPI1321230|3000683718_N8K8Y8EF_v1_4,A_Beijing-Xicheng_1633_2018,A_/_H1N1,Human,2018-03-14,1,2018
EPI_ISL_168745,EPI551134|2014-CX0893.4,A_Jiangsu-Tianning_SWL1744_2014,A_/_H1N1,Human,2014-09-09,1,2014
EPI_ISL_168744,EPI551131|2014-CX0991.4,A_Jiangsu-Danyang_SWL1836_2014,A_/_H1N1,Human,2014-10-20,1,2014
EPI_ISL_167156,EPI544822|A/Shanghai/6109T/2014,A_Shanghai_6109T_2014,A_/_H1N1,Human,2014-01-10,1,2014
EPI_ISL_135218,EPI420395|A/Guangzhou/GIRD74/2010,A_Guangzhou_GIRD74_2010,A_/_H1N1,Human,2010-07-28,1,2010
EPI_ISL_266415,EPI1006662|A/Anseriformes/Anhui/L259/2014,A_Anseriformes_Anhui_L259_2014,A_/_H1N1,Avian,2014-12-22,0,2014
EPI_ISL_266414,EPI1006655|A/Anseriformes/Anhui/L167/2014,A_Anseriformes_Anhui_L167_2014,A_/_H1N1,Avian,2014-12-25,0,2014
EPI_ISL_266413,EPI1006648|A/Anseriformes/Anhui/L25/2014,A_Anseriformes_Anhui_L25_2014,A_/_H1N1,Avian,2014-12-22,0,2014
EPI_ISL_266409,EPI1006619|A/Anseriformes/Anhui/S107/2014,A_Anseriformes_Anhui_S107_2014,A_/_H1N1,Avian,2014-12-22,0,2014
EPI_ISL_266407,EPI1006605|A/Anseriformes/Anhui/S3/2014,A_Anseriformes_Anhui_S3_2014,A_/_H1N1,Avian,2014-12-24,0,2014
